pdb_name,processed_path,raw_path,num_chains,quaternary_category,seq_len,modeled_seq_len,coil_percent,helix_percent,strand_percent,radius_gyration
d3so8a_,preprocessed/d3so8a_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d3so8a_.pdb,1,homomer,162,162,0.46296296296296297,0.5370370370370371,0.0,1.7042818728826432
d1ki1b1,preprocessed/d1ki1b1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1ki1b1.pdb,1,homomer,210,210,0.18571428571428572,0.8142857142857143,0.0,2.001760526998297
d1wr8a_,preprocessed/d1wr8a_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1wr8a_.pdb,1,homomer,230,230,0.39565217391304347,0.40869565217391307,0.1956521739130435,1.7938207099265961
d1ei5a2,preprocessed/d1ei5a2.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1ei5a2.pdb,1,homomer,103,103,0.4174757281553398,0.0,0.5825242718446602,1.3122153462467594
d1tbfa_,preprocessed/d1tbfa_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1tbfa_.pdb,1,homomer,326,326,0.27607361963190186,0.7239263803680982,0.0,1.9694289551964321
d6w2ga_,preprocessed/d6w2ga_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d6w2ga_.pdb,1,homomer,49,49,0.3469387755102041,0.6530612244897959,0.0,1.0136345156169408
d5yhob_,preprocessed/d5yhob_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d5yhob_.pdb,1,homomer,235,235,0.4085106382978723,0.1574468085106383,0.4340425531914894,1.69413585579628
d1xt8a1,preprocessed/d1xt8a1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1xt8a1.pdb,1,homomer,248,248,0.34274193548387094,0.3911290322580645,0.2661290322580645,1.8249009495258102
d1seta1,preprocessed/d1seta1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1seta1.pdb,1,homomer,110,110,0.21818181818181817,0.7818181818181819,0.0,2.0909249187855976
d3e5ua2,preprocessed/d3e5ua2.pkl,/data/rsg/chemistry/jyim/large_data/scope/d3e5ua2.pdb,1,homomer,139,139,0.37410071942446044,0.30935251798561153,0.31654676258992803,1.5241899080729409
d2ckra_,preprocessed/d2ckra_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2ckra_.pdb,1,homomer,305,305,0.38688524590163936,0.43934426229508194,0.1737704918032787,1.7614627070564772
d1ep3a_,preprocessed/d1ep3a_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1ep3a_.pdb,1,homomer,311,311,0.4180064308681672,0.36977491961414793,0.21221864951768488,1.8791548779071998
d3j9ta4,preprocessed/d3j9ta4.pkl,/data/rsg/chemistry/jyim/large_data/scope/d3j9ta4.pdb,1,homomer,153,153,0.27450980392156865,0.7254901960784313,0.0,1.630448063426134
d2cbza1,preprocessed/d2cbza1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2cbza1.pdb,1,homomer,230,230,0.4043478260869565,0.32608695652173914,0.26956521739130435,1.822925743943781
d4a5sa1,preprocessed/d4a5sa1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d4a5sa1.pdb,1,homomer,469,469,0.48187633262260127,0.06183368869936034,0.4562899786780384,2.4318797213816508
d1h6va3,preprocessed/d1h6va3.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1h6va3.pdb,1,homomer,133,133,0.39097744360902253,0.3533834586466165,0.2556390977443609,1.465998538969527
d3ozya1,preprocessed/d3ozya1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d3ozya1.pdb,1,homomer,129,129,0.29457364341085274,0.4728682170542636,0.23255813953488372,1.6305942022459436
d3edea1,preprocessed/d3edea1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d3edea1.pdb,1,homomer,93,93,0.4731182795698925,0.03225806451612903,0.4946236559139785,1.355757480213001
d2m80a_,preprocessed/d2m80a_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2m80a_.pdb,1,homomer,109,109,6.972477064220183,10.110091743119266,2.9174311926605503,1.4531584339788979
d1qfja2,preprocessed/d1qfja2.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1qfja2.pdb,1,homomer,135,135,0.37037037037037035,0.4148148148148148,0.21481481481481482,1.4378252506558902
d2i7ca_,preprocessed/d2i7ca_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2i7ca_.pdb,1,homomer,281,281,0.39501779359430605,0.30604982206405695,0.298932384341637,1.8027644853556037
d1st6a5,preprocessed/d1st6a5.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1st6a5.pdb,1,homomer,158,158,0.25316455696202533,0.7468354430379747,0.0,2.291730129856534
d1squa_,preprocessed/d1squa_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1squa_.pdb,1,homomer,152,152,0.375,0.3355263157894737,0.2894736842105263,1.4847611559701326
d1qava_,preprocessed/d1qava_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1qava_.pdb,1,homomer,90,90,0.4222222222222222,0.17777777777777778,0.4,1.2251561430237414
d7bzkb_,preprocessed/d7bzkb_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d7bzkb_.pdb,1,homomer,102,102,0.3235294117647059,0.43137254901960786,0.24509803921568626,1.2941801301050937
d6sv1a1,preprocessed/d6sv1a1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d6sv1a1.pdb,1,homomer,89,89,0.21348314606741572,0.7865168539325843,0.0,1.704252951071057
d1ro2a_,preprocessed/d1ro2a_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1ro2a_.pdb,1,homomer,210,210,0.4142857142857143,0.3619047619047619,0.22380952380952382,1.7348776703627322
d4lnpa_,preprocessed/d4lnpa_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d4lnpa_.pdb,1,homomer,61,61,0.45901639344262296,0.04918032786885246,0.4918032786885246,1.119541987797054
d2fgoa_,preprocessed/d2fgoa_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2fgoa_.pdb,1,homomer,81,81,0.654320987654321,0.24691358024691357,0.09876543209876543,1.236688709937533
d1wi4a1,preprocessed/d1wi4a1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1wi4a1.pdb,1,homomer,96,96,11.489583333333334,3.0729166666666665,5.4375,1.2838612082560874
d5uwci_,preprocessed/d5uwci_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d5uwci_.pdb,1,homomer,112,112,0.4107142857142857,0.5892857142857143,0.0,1.3498128338129551
d1sxjd1,preprocessed/d1sxjd1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1sxjd1.pdb,1,homomer,91,91,0.26373626373626374,0.7362637362637363,0.0,1.257046163437506
d2bz6h_,preprocessed/d2bz6h_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2bz6h_.pdb,1,homomer,254,254,0.484251968503937,0.14960629921259844,0.3661417322834646,1.7229867699747166
d5le5h_,preprocessed/d5le5h_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d5le5h_.pdb,1,homomer,220,220,0.37727272727272726,0.3,0.32272727272727275,2.1093302221576273
d5hwaa_,preprocessed/d5hwaa_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d5hwaa_.pdb,1,homomer,259,259,0.3861003861003861,0.5521235521235521,0.06177606177606178,1.7680650823300206
d4a8ta2,preprocessed/d4a8ta2.pkl,/data/rsg/chemistry/jyim/large_data/scope/d4a8ta2.pdb,1,homomer,169,169,0.378698224852071,0.46153846153846156,0.15976331360946747,1.6948811794067447
d1wf9a1,preprocessed/d1wf9a1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1wf9a1.pdb,1,homomer,94,94,11.308510638297872,4.776595744680851,3.9148936170212765,1.2428439173008778
d3e1za_,preprocessed/d3e1za_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d3e1za_.pdb,1,homomer,109,109,0.43119266055045874,0.05504587155963303,0.5137614678899083,1.3993059203732787
d2a07f1,preprocessed/d2a07f1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2a07f1.pdb,1,homomer,82,82,0.35365853658536583,0.573170731707317,0.07317073170731707,1.6781123318549982
d2bs2b2,preprocessed/d2bs2b2.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2bs2b2.pdb,1,homomer,106,106,0.49056603773584906,0.16981132075471697,0.33962264150943394,1.336962076560309
d6nfea1,preprocessed/d6nfea1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d6nfea1.pdb,1,homomer,161,161,0.40372670807453415,0.36024844720496896,0.2360248447204969,1.7422139526951699
d2xpwa1,preprocessed/d2xpwa1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2xpwa1.pdb,1,homomer,65,65,0.23076923076923078,0.7692307692307693,0.0,1.2389210807594433
d2jena_,preprocessed/d2jena_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2jena_.pdb,1,homomer,233,233,0.3905579399141631,0.060085836909871244,0.5493562231759657,1.6438880791199197
d1zkha1,preprocessed/d1zkha1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1zkha1.pdb,1,homomer,86,86,10.337209302325581,2.9302325581395348,6.732558139534884,1.2170544225028563
d2wnha1,preprocessed/d2wnha1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2wnha1.pdb,1,homomer,393,393,0.4300254452926209,0.4198473282442748,0.15012722646310434,2.089230938856176
d1z3ix1,preprocessed/d1z3ix1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1z3ix1.pdb,1,homomer,346,346,0.4393063583815029,0.41040462427745666,0.15028901734104047,1.994396671987349
d7e7ga_,preprocessed/d7e7ga_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d7e7ga_.pdb,1,homomer,362,362,0.40331491712707185,0.4198895027624309,0.17679558011049723,2.1021635161463625
d1z2ia_,preprocessed/d1z2ia_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1z2ia_.pdb,1,homomer,350,350,0.4,0.4342857142857143,0.1657142857142857,2.0447862879250747
d2qam31,preprocessed/d2qam31.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2qam31.pdb,1,homomer,64,64,0.78125,0.1875,0.03125,1.4757942801905903
d1xeqa1,preprocessed/d1xeqa1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1xeqa1.pdb,1,homomer,89,89,0.30337078651685395,0.6966292134831461,0.0,1.4931953797795994
d1x5xa1,preprocessed/d1x5xa1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1x5xa1.pdb,1,homomer,96,96,11.25,0.0,8.75,1.357664699650749
d1u5pa2,preprocessed/d1u5pa2.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1u5pa2.pdb,1,homomer,101,101,0.16831683168316833,0.8316831683168316,0.0,1.6860619364240377
d3rf3a1,preprocessed/d3rf3a1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d3rf3a1.pdb,1,homomer,127,127,0.2283464566929134,0.7716535433070866,0.0,1.6272205645819835
d4olta_,preprocessed/d4olta_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d4olta_.pdb,1,homomer,236,236,0.3474576271186441,0.5847457627118644,0.06779661016949153,1.7540339274025032
d2hdza_,preprocessed/d2hdza_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2hdza_.pdb,1,homomer,66,66,0.21212121212121213,0.7878787878787878,0.0,1.3969563082454344
d2elca1,preprocessed/d2elca1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2elca1.pdb,1,homomer,65,65,0.2923076923076923,0.7076923076923077,0.0,1.1360233186609354
d3gd6a2,preprocessed/d3gd6a2.pkl,/data/rsg/chemistry/jyim/large_data/scope/d3gd6a2.pdb,1,homomer,252,252,0.4365079365079365,0.4007936507936508,0.1626984126984127,1.8643943661391351
d1mgta2,preprocessed/d1mgta2.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1mgta2.pdb,1,homomer,88,88,0.32954545454545453,0.375,0.29545454545454547,1.2951557943558978
d5amva_,preprocessed/d5amva_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d5amva_.pdb,1,homomer,399,399,0.5012531328320802,0.18796992481203006,0.3107769423558897,2.0641330243603977
d4g3qa2,preprocessed/d4g3qa2.pkl,/data/rsg/chemistry/jyim/large_data/scope/d4g3qa2.pdb,1,homomer,217,217,0.5069124423963134,0.08755760368663594,0.4055299539170507,2.2155141749146297
d5t1na_,preprocessed/d5t1na_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d5t1na_.pdb,1,homomer,85,85,7.435294117647059,7.4941176470588236,5.070588235294117,1.189121906571033
d7b5oi2,preprocessed/d7b5oi2.pkl,/data/rsg/chemistry/jyim/large_data/scope/d7b5oi2.pdb,1,homomer,123,123,0.2682926829268293,0.7317073170731707,0.0,1.8478557815223224
d1gpja2,preprocessed/d1gpja2.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1gpja2.pdb,1,homomer,159,159,0.3522012578616352,0.4716981132075472,0.1761006289308176,1.551760842135703
d4f25a1,preprocessed/d4f25a1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d4f25a1.pdb,1,homomer,80,80,0.325,0.275,0.4,1.2200762953602486
d4uxua_,preprocessed/d4uxua_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d4uxua_.pdb,1,homomer,210,210,0.4142857142857143,0.0761904761904762,0.5095238095238095,2.004098661732099
d4oeva_,preprocessed/d4oeva_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d4oeva_.pdb,1,homomer,494,494,0.46558704453441296,0.2854251012145749,0.24898785425101214,2.356510208097075
d2e5ha1,preprocessed/d2e5ha1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2e5ha1.pdb,1,homomer,87,87,10.275862068965518,4.206896551724138,5.517241379310345,1.2657689967394188
d1ehxa_,preprocessed/d1ehxa_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1ehxa_.pdb,1,homomer,94,94,10.617021276595745,2.478723404255319,6.904255319148936,1.344681914432854
d1oyia_,preprocessed/d1oyia_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1oyia_.pdb,1,homomer,62,62,7.709677419354839,10.193548387096774,2.096774193548387,1.1363443341196398
d4fd9a_,preprocessed/d4fd9a_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d4fd9a_.pdb,1,homomer,92,92,0.43478260869565216,0.11956521739130435,0.44565217391304346,1.2385708576473076
d3wi7a_,preprocessed/d3wi7a_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d3wi7a_.pdb,1,homomer,291,291,0.3230240549828179,0.46735395189003437,0.20962199312714777,1.7679509447187665
d5v0za_,preprocessed/d5v0za_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d5v0za_.pdb,1,homomer,189,189,0.4973544973544973,0.21164021164021163,0.291005291005291,1.7264906016064023
d4db1a2,preprocessed/d4db1a2.pkl,/data/rsg/chemistry/jyim/large_data/scope/d4db1a2.pdb,1,homomer,44,44,0.3409090909090909,0.06818181818181818,0.5909090909090909,0.955846887686081
d1r5ta_,preprocessed/d1r5ta_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1r5ta_.pdb,1,homomer,141,141,0.46099290780141844,0.3262411347517731,0.2127659574468085,1.488511577454524
d3tava1,preprocessed/d3tava1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d3tava1.pdb,1,homomer,263,263,0.44106463878326996,0.30038022813688214,0.2585551330798479,1.7237113037560314
d6tcdd1,preprocessed/d6tcdd1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d6tcdd1.pdb,1,homomer,131,131,0.42748091603053434,0.2748091603053435,0.29770992366412213,1.4536560453433014
d1tzyc_,preprocessed/d1tzyc_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1tzyc_.pdb,1,homomer,95,95,0.28421052631578947,0.7157894736842105,0.0,1.702989389042073
d3ctla_,preprocessed/d3ctla_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d3ctla_.pdb,1,homomer,219,219,0.3926940639269406,0.4155251141552511,0.1917808219178082,1.658486308676586
d1g6ha_,preprocessed/d1g6ha_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1g6ha_.pdb,1,homomer,254,254,0.35039370078740156,0.4015748031496063,0.24803149606299213,1.8523803695035652
d6ly5c_,preprocessed/d6ly5c_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d6ly5c_.pdb,1,homomer,80,80,0.5875,0.2125,0.2,1.304992498690467
d1pzsa_,preprocessed/d1pzsa_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1pzsa_.pdb,1,homomer,171,171,0.5672514619883041,0.08187134502923976,0.3508771929824561,1.5877487337036837
d1b0na1,preprocessed/d1b0na1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1b0na1.pdb,1,homomer,35,35,0.2,0.8,0.0,1.182837552644455
d1goia1,preprocessed/d1goia1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1goia1.pdb,1,homomer,52,52,0.6346153846153846,0.0,0.36538461538461536,0.9967532393890652
d2f8aa1,preprocessed/d2f8aa1.pkl,/data/rsg/chemistry/jyim/large_data/scope/d2f8aa1.pdb,1,homomer,184,184,0.5108695652173914,0.32065217391304346,0.16847826086956522,1.521910721919127
d1f5xa_,preprocessed/d1f5xa_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1f5xa_.pdb,1,homomer,208,208,6.197115384615385,13.802884615384615,0.0,1.8550242924327451
d3i94a_,preprocessed/d3i94a_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d3i94a_.pdb,1,homomer,243,243,0.3292181069958848,0.43209876543209874,0.23868312757201646,1.729261744087883
d1r94a_,preprocessed/d1r94a_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1r94a_.pdb,1,homomer,97,97,0.32989690721649484,0.21649484536082475,0.4536082474226804,1.3475631856240213
d1gzsb_,preprocessed/d1gzsb_.pkl,/data/rsg/chemistry/jyim/large_data/scope/d1gzsb_.pdb,1,homomer,165,165,0.23636363636363636,0.7151515151515152,0.048484848484848485,1.7582216169514855
